"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.611369669,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.698419349,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.244875781,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.364212166,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-0.431814241,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.782897748,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.008423872,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-1.68864342,
"CZE","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.59351304,
"CZE","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.157393173,
"CZE","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.331402352,
"CZE","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.896404033,
"CZE","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.771382897,
"CZE","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.650204951,
"CZE","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.479823267,
"CZE","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.835604389,
"CZE","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.813267776,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.541692343,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.601711787,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.71256224,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.738773543,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.911971974,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.673307922,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.671601571,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.483390672,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.242594973,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.848739463,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.953208665,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.140550376,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.515754196,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.407038024,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.698836543,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.846832679,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.620574959,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.372471,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.160772668,
"POL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.799364442,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.174701984,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.460261294,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.572374306,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.91703759,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.209800653,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.983774743,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.478515471,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.352166779,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.816359497,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.408964296,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.243429412,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.981563471,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.394995845,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.904398233,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.74318166,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.653723822,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.740482537,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.20559796,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.761717909,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.121471225,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.571794875,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.173567115,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.088769567,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.634625676,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",4.255502011,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-2.335642348,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.958997775,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.439079962,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.839568541,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.443392669,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.255048728,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.36203717,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.204045529,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.847700291,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.735511417,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.910297803,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.580238828,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.708886267,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.788365008,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.794634591,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.71562698,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.167744144,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.112016509,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.261074062,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.422765492,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.481133512,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.004694909,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.621471543,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.468048603,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.928643933,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.785236875,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-0.02815511,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.798122004,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.102467351,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.400146855,"P"
"IDN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.274583398,
"IDN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.209131708,
"IDN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.263482753,
"IDN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.234684942,
"IDN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.211816774,
"IDN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.250948225,
"IDN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.248545011,
"IDN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.255614164,
"IDN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.274281111,
"IDN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.279745136,
"IDN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.259943222,
"IDN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.275345983,
"IDN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.274450005,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.24662922,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.224949043,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.181871791,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.057872586,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.625522641,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.987077016,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.368435724,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.456128642,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.871864351,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.127153806,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.185591584,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.774634496,
"IDN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.778974698,
"IDN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.669381397,
"IDN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.568588751,
"LUX","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.616234493,
"LUX","QGDP","TOT","PC_CHGPP","Q","2016-Q1",3.099984006,
"LUX","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.358304065,
"LUX","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.680241176,
"LUX","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.466819823,
"LUX","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-1.25561917,
"LUX","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.313553774,
"LUX","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.098946651,
"LUX","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.109057063,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.212947931,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.616680465,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.925753139,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.342425415,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.305440693,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.761085703,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.009661553,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.506468116,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.233812646,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.559299793,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.290337456,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.368679044,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.021735062,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.581737437,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.194103088,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.633183727,
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.745967202,"P"
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.497233163,"P"
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.110320251,"P"
"ZAF","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.433466201,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.238864308,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.096214305,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.012183122,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.084913574,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.472126567,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.54530205,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.183895972,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.393361099,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.419659147,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.20919102,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.28271173,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.352776575,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.905936171,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.408283926,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.138505833,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.034571232,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.000695682,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.094183366,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.764967337,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.696950399,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.822924303,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.387912495,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-1.801676582,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.369403562,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.74312424,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.738679362,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.620785411,
"RUS","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.257791317,
"RUS","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.190057524,
"RUS","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.053848741,
"RUS","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.100716464,
"RUS","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.825105938,
"RUS","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.201684982,
"RUS","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.690456285,
"RUS","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.679484492,
"RUS","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.020994643,
"RUS","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.356032191,
"RUS","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.55794654,
"RUS","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.241368821,
"RUS","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.663966548,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.038077851,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.261719554,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.978355601,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.452487734,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.196323318,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.485002074,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.7780786,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.739743224,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.680789326,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.190933741,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.794505895,
"PRT","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.479259937,
"PRT","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.466787525,
"PRT","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.299561897,
"PRT","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.17409239,
"PRT","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.931975429,
"PRT","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.170816047,
"PRT","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.505247849,
"PRT","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.69498999,
"PRT","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.825446682,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.727368109,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.779536523,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.525723942,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.608994992,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.882987755,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.571006817,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.451880731,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.820784598,
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.355487705,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-15.119496961,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q3",14.588001222,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.370563245,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-2.570385739,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.42474298,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.781923432,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.938733959,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.354519315,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.121061782,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.375980162,"P"
"ITA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.516384977,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.377990299,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.160116386,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.530086162,
"ITA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.306783636,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.518184601,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.430463389,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.438108742,
"ITA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.537517214,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.107547494,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.044690859,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.126191204,
"ITA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.291912901,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.189483196,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.223067353,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.075398451,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.827166361,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.860044386,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.100581745,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",14.450404775,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.817100658,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.303872937,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.485043718,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.768524603,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.84595761,
"ITA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.160524687,
"ITA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.133057696,
"ITA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.460775351,
"AUT","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.156560148,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.73300623,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.348031414,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.490213792,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.922411662,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.289429644,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.71147841,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.615907128,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.615180432,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.715502347,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.294870034,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.382775626,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.280638742,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.374622944,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.278805971,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.417883967,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.476687467,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.505005892,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.321362246,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.302100112,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.922984825,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.008203634,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.110187188,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.314870585,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-1.354653683,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.230730988,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.936702381,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.214305869,
"IRL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.069351945,
"IRL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-3.509790283,
"IRL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.370619712,
"IRL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.427921889,
"IRL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",10.875741347,
"IRL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-4.24627815,
"IRL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.768825097,
"IRL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",5.284848269,
"IRL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",5.050924749,
"IRL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.187586638,
"IRL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",2.186192922,
"IRL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.347118812,
"IRL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.967337701,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.607940666,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.647226543,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.804044187,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.273235923,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.633602718,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.583892677,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.894430309,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-4.645891554,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",8.942287682,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.931800848,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.797418637,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-1.105441684,
"IRL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",6.971280765,
"IRL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",2.164584857,
"IRL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",2.316439198,
"CHE","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.471328876,
"CHE","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.386789036,
"CHE","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.671791692,
"CHE","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.717905451,
"CHE","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.147049299,
"CHE","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.125245304,
"CHE","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.169182596,
"CHE","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.552289583,
"CHE","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.031144145,
"CHE","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.113469386,
"CHE","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.981808,
"CHE","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.318907147,
"CHE","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.227327304,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.152124996,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.442970646,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.562174487,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.550738638,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.503572156,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.047209558,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.323282517,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.259281928,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.133696121,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.013748831,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.799396215,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.087540647,
"CHE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.310349846,
"CHE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.102771306,
"CHE","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.243612991,
"NZL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.049216174,
"NZL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.162222532,
"NZL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.957391754,
"NZL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.88338317,
